date_time,total_http_start,total_http_end,select_http_start,select_http_end,SELECT_http_start,SELECT_http_end,INSERT_http_start,INSERT_http_end,insert_http_start,insert_http_end,UPDATE_http_start,UPDATE_http_end,update_http_start,update_http_end,DELETE_http_start,DELETE_http_end,delete_http_start,delete_http_end,commit;_http_start,commit;_http_end,SHOW_http_start,SHOW_http_end,SET_http_start,SET_http_end,/bin_http_start,/bin_http_end,#_http_start,#_http_end
1523128261.200000,45,46,0,0,42,44,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128261.250000,68,65,0,0,63,60,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128261.300000,74,78,0,0,60,63,8,9,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128261.350000,31,31,0,0,29,29,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128261.400000,54,53,0,0,48,47,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128261.450000,58,57,0,0,50,49,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128261.500000,60,61,0,0,56,57,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128261.550000,68,68,0,0,66,66,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523128261.600000,41,42,0,0,36,37,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128261.650000,66,63,0,0,61,59,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128261.700000,63,62,0,0,57,55,4,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128261.750000,70,73,0,0,63,66,4,4,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523128261.800000,64,64,0,0,52,52,6,6,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523128261.850000,69,68,0,0,66,65,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128261.900000,80,81,0,0,70,71,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128261.950000,84,79,0,0,75,71,6,6,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.000000,70,76,0,0,58,63,7,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.050000,69,68,0,0,63,62,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.100000,63,64,0,0,53,54,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.150000,59,58,0,0,56,55,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.200000,56,52,0,0,49,45,5,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.250000,82,85,0,0,72,76,7,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.300000,58,59,0,0,48,48,4,5,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.350000,64,64,0,0,52,52,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.400000,52,53,0,0,47,48,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.450000,89,86,0,0,82,79,5,5,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.500000,83,83,0,0,74,75,5,5,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.550000,64,65,0,0,62,63,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.600000,71,69,0,0,63,60,4,5,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.650000,60,64,0,0,56,60,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.700000,70,67,0,0,66,63,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.750000,82,80,0,0,71,70,7,7,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.800000,44,48,0,0,40,43,2,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.850000,59,57,0,0,58,56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.900000,85,84,0,0,74,73,6,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128262.950000,55,57,0,0,50,52,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128263.000000,56,56,0,0,48,49,6,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128263.050000,78,80,0,0,73,74,4,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128263.100000,62,62,0,0,50,50,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128263.150000,49,49,0,0,45,45,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523128263.200000,71,70,0,0,62,61,4,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
